year,ACCESS1-0_rcp45_r1i1p1-days_prcp_abv,ACCESS1-0_rcp85_r1i1p1-days_prcp_abv,bcc-csm1-1_rcp26_r1i1p1-days_prcp_abv,bcc-csm1-1_rcp45_r1i1p1-days_prcp_abv,bcc-csm1-1_rcp60_r1i1p1-days_prcp_abv,bcc-csm1-1_rcp85_r1i1p1-days_prcp_abv,BNU-ESM_rcp45_r1i1p1-days_prcp_abv,BNU-ESM_rcp85_r1i1p1-days_prcp_abv,CanESM2_rcp26_r1i1p1-days_prcp_abv,CanESM2_rcp45_r1i1p1-days_prcp_abv,CanESM2_rcp85_r1i1p1-days_prcp_abv,CCSM4_rcp26_r1i1p1-days_prcp_abv,CCSM4_rcp45_r1i1p1-days_prcp_abv,CCSM4_rcp60_r1i1p1-days_prcp_abv,CCSM4_rcp85_r1i1p1-days_prcp_abv,CESM1-BGC_rcp45_r1i1p1-days_prcp_abv,CESM1-BGC_rcp85_r1i1p1-days_prcp_abv,CNRM-CM5_rcp45_r1i1p1-days_prcp_abv,CNRM-CM5_rcp85_r1i1p1-days_prcp_abv,CSIRO-Mk3-6-0_rcp26_r1i1p1-days_prcp_abv,CSIRO-Mk3-6-0_rcp45_r1i1p1-days_prcp_abv,CSIRO-Mk3-6-0_rcp85_r1i1p1-days_prcp_abv,GFDL-CM3_rcp26_r1i1p1-days_prcp_abv,GFDL-CM3_rcp60_r1i1p1-days_prcp_abv,GFDL-CM3_rcp85_r1i1p1-days_prcp_abv,GFDL-ESM2G_rcp26_r1i1p1-days_prcp_abv,GFDL-ESM2G_rcp45_r1i1p1-days_prcp_abv,GFDL-ESM2G_rcp60_r1i1p1-days_prcp_abv,GFDL-ESM2G_rcp85_r1i1p1-days_prcp_abv,GFDL-ESM2M_rcp26_r1i1p1-days_prcp_abv,GFDL-ESM2M_rcp45_r1i1p1-days_prcp_abv,GFDL-ESM2M_rcp60_r1i1p1-days_prcp_abv,GFDL-ESM2M_rcp85_r1i1p1-days_prcp_abv,inmcm4_rcp45_r1i1p1-days_prcp_abv,inmcm4_rcp85_r1i1p1-days_prcp_abv,IPSL-CM5A-LR_rcp26_r1i1p1-days_prcp_abv,IPSL-CM5A-LR_rcp45_r1i1p1-days_prcp_abv,IPSL-CM5A-LR_rcp60_r1i1p1-days_prcp_abv,IPSL-CM5A-LR_rcp85_r1i1p1-days_prcp_abv,IPSL-CM5A-MR_rcp26_r1i1p1-days_prcp_abv,IPSL-CM5A-MR_rcp45_r1i1p1-days_prcp_abv,IPSL-CM5A-MR_rcp60_r1i1p1-days_prcp_abv,IPSL-CM5A-MR_rcp85_r1i1p1-days_prcp_abv,MIROC-ESM-CHEM_rcp26_r1i1p1-days_prcp_abv,MIROC-ESM-CHEM_rcp45_r1i1p1-days_prcp_abv,MIROC-ESM-CHEM_rcp60_r1i1p1-days_prcp_abv,MIROC-ESM-CHEM_rcp85_r1i1p1-days_prcp_abv,MIROC-ESM_rcp26_r1i1p1-days_prcp_abv,MIROC-ESM_rcp45_r1i1p1-days_prcp_abv,MIROC-ESM_rcp60_r1i1p1-days_prcp_abv,MIROC-ESM_rcp85_r1i1p1-days_prcp_abv,MIROC5_rcp26_r1i1p1-days_prcp_abv,MIROC5_rcp45_r1i1p1-days_prcp_abv,MIROC5_rcp60_r1i1p1-days_prcp_abv,MIROC5_rcp85_r1i1p1-days_prcp_abv,MPI-ESM-LR_rcp26_r1i1p1-days_prcp_abv,MPI-ESM-LR_rcp45_r1i1p1-days_prcp_abv,MPI-ESM-LR_rcp85_r1i1p1-days_prcp_abv,MPI-ESM-MR_rcp26_r1i1p1-days_prcp_abv,MPI-ESM-MR_rcp45_r1i1p1-days_prcp_abv,MPI-ESM-MR_rcp85_r1i1p1-days_prcp_abv,MRI-CGCM3_rcp26_r1i1p1-days_prcp_abv,MRI-CGCM3_rcp45_r1i1p1-days_prcp_abv,MRI-CGCM3_rcp60_r1i1p1-days_prcp_abv,MRI-CGCM3_rcp85_r1i1p1-days_prcp_abv,NorESM1-M_rcp26_r1i1p1-days_prcp_abv,NorESM1-M_rcp45_r1i1p1-days_prcp_abv,NorESM1-M_rcp60_r1i1p1-days_prcp_abv,NorESM1-M_rcp85_r1i1p1-days_prcp_abv
2022,0.16048574,0.0,0.6023059,0.13943833,0.055057917,0.01580128,0.0,0.055057917,0.055057917,0.7250159,0.0,0.0,0.0,0.0,0.47366437,0.20613532,0.0,0.03160256,0.0,0.013487731,0.0,0.029289013,0.0,0.0,0.055057917,0.0,0.0,0.08438041,0.0,0.48290825,0.055057917,0.39852783,0.2722753,0.039256636,0.1627993,0.055057917,0.055057917,1.3106105,0.0,0.14699802,0.0,0.016664708,0.48203322,0.06854565,0.0708592,0.0,0.0,0.0,0.23484392,1.0738524,0.039256636,0.10487892,0.0,0.01580128,0.01580128,0.0,0.7262773,0.026975462,0.0,0.0,0.06854565,0.14699802,0.22727998,0.0,0.0,0.0,0.8762287,0.20307128,0.055057917
2023,0.08098772,0.1627993,0.0,0.097868145,0.01580128,0.08438041,0.27232367,0.039256636,0.015830502,0.039256636,0.0,0.08437615,0.01580128,0.0,0.055057917,0.0,0.0,0.36765167,0.0,0.23064241,0.01580128,0.45182094,0.0,0.0919401,0.03160256,0.029322492,0.0,0.0,1.2575693,0.055057917,0.0,0.039256636,1.0378572,0.2547394,0.04509029,0.2547394,0.060925055,0.01580128,0.01580128,0.0,0.0,0.0,0.029322492,0.01580128,0.0,0.029322492,0.0,0.0,0.01580128,0.0,0.0,0.15523961,0.0,0.0,0.15289257,0.0,0.01580128,0.0,0.0,0.01580128,0.016664708,0.03160256,0.0,0.06854565,0.039256636,0.08223407,0.43099388,0.80287963,0.0
2024,0.0,0.01580128,0.0,0.17031297,0.8069573,0.0,0.6673924,0.0034171303,0.0,0.61011714,0.39827406,0.0,0.0,0.0,0.0,0.0,0.14699802,0.0,0.01580128,0.039256636,0.055057917,0.0,0.0,0.0,0.0,0.09431455,0.6985299,0.01580128,0.055057917,0.0,0.7713705,0.0,0.0708592,0.055057917,0.0,0.19884637,0.0708592,0.76377094,0.0,0.013487731,0.055057917,0.0,0.0,0.01580128,0.039256636,0.0,0.0708592,0.016664708,0.055057917,0.0919401,0.0,0.0,0.055057917,0.0,0.04509029,0.055057917,0.1838802,0.0,0.08440963,0.052744366,0.01580128,0.0,0.0,0.43948302,0.0708592,0.0708592,0.0,0.0,0.5322316
2025,0.0,0.0,0.69844145,0.0,0.23129034,0.0,0.0,0.0,0.08438041,0.0,0.055057917,0.01580128,0.07709146,0.0,0.62897563,0.0,0.055057917,0.0,0.058475047,0.2982399,0.0,0.0,0.8304512,0.820079,0.0,0.83059156,0.013487731,0.0,0.055057917,0.0,0.0,0.0,0.10009361,0.01580128,0.16872734,0.38940164,0.0,0.0,0.0,0.0,0.0,0.01580128,0.0,0.7025803,0.0,0.12591712,0.0,0.10780229,0.2839738,0.087845914,0.039256636,0.0,0.0,0.0,0.01580128,0.052744366,0.01580128,0.10783576,0.0,0.0,0.042810224,0.1720644,0.013487731,0.0,0.0,0.06854565,0.0,0.0,0.0
2026,0.0708592,0.0,0.0,0.06940907,0.08438041,0.06854565,0.0,0.0,0.055057917,0.0,0.16048574,0.0,0.055057917,0.0,0.0,0.01580128,0.08438041,0.5453117,0.33919263,0.055057917,0.20435843,0.7025599,0.0,0.029289013,0.11361482,0.20138688,0.097868145,0.055057917,0.0,0.0,0.0,0.01580128,0.0,0.01580128,0.029289013,0.039256636,0.06857913,0.0,0.08438041,0.0,0.0,0.0,0.0,0.0,1.1063617,0.11011583,0.0,0.7525715,0.0,0.08203338,0.03160256,0.0,0.46884012,0.0,0.0,0.3221572,0.0,0.2241187,0.013487731,0.01580128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,0.36079028,0.09783466,0.0,0.0,0.0,0.22373065,0.0708592,0.3442907,1.3996737,0.039256636,0.15515153,0.0,0.01580128,0.0,0.0,0.0,0.06854565,0.03160256,0.0034171303,0.01580128,0.0,0.0708592,0.0,0.0,0.16533943,0.0,0.0,0.01580128,0.0,0.12908186,0.0,0.10014821,0.055057917,0.13367596,0.01580128,0.055921342,0.0,0.039256636,0.0,0.0,0.0,0.04256581,0.01580128,0.0,0.10018169,0.31103736,0.0,0.0,1.264576,0.03160256,0.0,0.0,0.03160256,0.0,0.0708592,0.0,0.0,0.14797989,0.0,0.03160256,0.0,0.06854565,0.040867656,0.0,0.039256636,0.14468446,0.029289013,0.14937247,0.11361482
2028,0.055057917,0.01580128,0.5406882,0.20311965,0.0,0.01580128,0.12944533,0.4520656,0.055057917,0.0708592,0.0,0.0,0.04509029,0.055057917,0.84694034,0.0,0.0,0.0,0.56572217,0.013487731,0.0,0.26591358,0.01580128,0.5270282,0.20030452,0.0,0.0,0.0,0.0,0.10014821,0.0,0.12869214,0.27709654,0.0,0.055057917,0.06854565,0.0,0.055057917,0.0,0.0708592,0.039256636,0.0,0.055057917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01580128,0.0,0.20450167,0.055057917,0.08434693,0.0,0.0,0.0,0.0,0.2931,0.17456484,0.0,0.5355371,0.0,0.055057917,0.09361202,0.7369481,0.14293306
2029,0.2921273,0.0,0.029289013,0.22146924,0.5356209,0.039256636,1.0640712,0.0,0.24486616,0.0,0.01580128,0.01580128,0.0,0.12941611,0.01580128,0.22144002,0.0,0.0,0.14699802,0.0,0.0,1.0200508,0.01580128,0.0,0.12591712,0.14368217,0.27980578,0.0,0.5357306,0.14786144,0.0,0.0,0.0,0.0,0.055057917,0.0,0.0,0.0,0.0,0.055921342,0.045982942,0.2941904,0.0708592,0.2682606,0.666208,0.01580128,0.21376303,0.06854565,0.0,0.055057917,0.0,0.0,0.039256636,0.039256636,0.5992724,0.0,0.14524661,0.055057917,0.029289013,0.0,0.51222646,0.01580128,0.0,0.0,0.0,0.01580128,0.13943833,0.029289013,0.0
2030,0.29332697,0.013487731,0.17628703,0.2640045,0.01580128,0.01580128,0.0,0.0,0.01580128,0.054355387,0.055057917,0.01580128,0.01580128,0.0,0.0,0.01580128,0.6559311,0.039256636,0.0,0.4868101,0.0,0.039256636,0.12354266,0.0,0.18806109,0.0,0.0,0.039256636,0.10104512,0.0,0.0708592,0.0,0.29746154,0.0,0.1838802,0.0,0.0,0.40080798,0.055057917,0.0,0.0,0.055057917,0.24245822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01580128,0.01580128,0.03160256,0.013487731,0.0,0.0034171303,0.35679677,0.039256636,0.055057917,0.95066816,0.06854565,0.0,0.029322492,0.0,0.0,0.0034171303,0.23715748,0.10009361
2031,0.045123775,0.06857913,0.0,0.0,1.0158013,0.01580128,0.01580128,1.2588646,0.0,0.0,0.5737826,0.0,0.0,0.01580128,0.0,1.1005567,0.15926778,0.0,0.0,0.0,0.8692501,0.0,0.0,0.0,0.0,0.0,0.0,0.22610803,0.0,0.83897495,0.0,0.01580128,0.0,0.06360373,0.0,0.5732349,0.0,0.0,0.08434693,0.08434693,0.0,0.097868145,0.0,0.26450124,0.0,0.0,0.3132963,0.20138688,0.01580128,0.055057917,0.14699802,0.0,0.114359684,0.01580128,0.0,0.06854565,0.0,0.0,0.055057917,0.029289013,1.7889296,0.0,0.0,0.0,0.0,0.0,0.055057917,0.09431455,0.0
2032,0.01580128,0.17866148,0.12360357,0.015830502,0.17632051,0.039256636,0.01580128,1.3017386,1.0242385,0.01580128,0.6458148,0.0,0.0,0.0,0.055057917,0.0,0.055057917,0.0,0.03160256,0.08434693,0.67805463,0.0,0.01580128,0.0,0.09431455,0.17799243,1.1218435,0.5149989,0.0,0.0,0.0,0.0,0.0,0.49046794,0.055057917,0.55817205,0.45264655,0.0708592,0.6902414,0.0,0.15292606,0.01580128,0.01580128,0.12354896,0.0,0.40390897,0.039256636,0.71218574,0.37844926,0.055057917,0.9384883,0.0,0.06854565,0.0,0.25832042,0.06854565,0.055057917,0.0,0.0,0.01580128,0.0,0.0708592,0.0,0.43200094,0.0,0.055057917,0.54163235,0.118366644,0.08521035
