year,ACCESS1-0_rcp45_r1i1p1-longest_run_tmax_abv,ACCESS1-0_rcp85_r1i1p1-longest_run_tmax_abv,bcc-csm1-1_rcp26_r1i1p1-longest_run_tmax_abv,bcc-csm1-1_rcp45_r1i1p1-longest_run_tmax_abv,bcc-csm1-1_rcp60_r1i1p1-longest_run_tmax_abv,bcc-csm1-1_rcp85_r1i1p1-longest_run_tmax_abv,BNU-ESM_rcp45_r1i1p1-longest_run_tmax_abv,BNU-ESM_rcp85_r1i1p1-longest_run_tmax_abv,CanESM2_rcp26_r1i1p1-longest_run_tmax_abv,CanESM2_rcp45_r1i1p1-longest_run_tmax_abv,CanESM2_rcp85_r1i1p1-longest_run_tmax_abv,CCSM4_rcp26_r1i1p1-longest_run_tmax_abv,CCSM4_rcp45_r1i1p1-longest_run_tmax_abv,CCSM4_rcp60_r1i1p1-longest_run_tmax_abv,CCSM4_rcp85_r1i1p1-longest_run_tmax_abv,CESM1-BGC_rcp45_r1i1p1-longest_run_tmax_abv,CESM1-BGC_rcp85_r1i1p1-longest_run_tmax_abv,CNRM-CM5_rcp45_r1i1p1-longest_run_tmax_abv,CNRM-CM5_rcp85_r1i1p1-longest_run_tmax_abv,CSIRO-Mk3-6-0_rcp26_r1i1p1-longest_run_tmax_abv,CSIRO-Mk3-6-0_rcp45_r1i1p1-longest_run_tmax_abv,CSIRO-Mk3-6-0_rcp85_r1i1p1-longest_run_tmax_abv,GFDL-CM3_rcp26_r1i1p1-longest_run_tmax_abv,GFDL-CM3_rcp60_r1i1p1-longest_run_tmax_abv,GFDL-CM3_rcp85_r1i1p1-longest_run_tmax_abv,GFDL-ESM2G_rcp26_r1i1p1-longest_run_tmax_abv,GFDL-ESM2G_rcp45_r1i1p1-longest_run_tmax_abv,GFDL-ESM2G_rcp60_r1i1p1-longest_run_tmax_abv,GFDL-ESM2G_rcp85_r1i1p1-longest_run_tmax_abv,GFDL-ESM2M_rcp26_r1i1p1-longest_run_tmax_abv,GFDL-ESM2M_rcp45_r1i1p1-longest_run_tmax_abv,GFDL-ESM2M_rcp60_r1i1p1-longest_run_tmax_abv,GFDL-ESM2M_rcp85_r1i1p1-longest_run_tmax_abv,inmcm4_rcp45_r1i1p1-longest_run_tmax_abv,inmcm4_rcp85_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-LR_rcp26_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-LR_rcp45_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-LR_rcp60_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-LR_rcp85_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-MR_rcp26_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-MR_rcp45_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-MR_rcp60_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-MR_rcp85_r1i1p1-longest_run_tmax_abv,MIROC-ESM-CHEM_rcp26_r1i1p1-longest_run_tmax_abv,MIROC-ESM-CHEM_rcp45_r1i1p1-longest_run_tmax_abv,MIROC-ESM-CHEM_rcp60_r1i1p1-longest_run_tmax_abv,MIROC-ESM-CHEM_rcp85_r1i1p1-longest_run_tmax_abv,MIROC-ESM_rcp26_r1i1p1-longest_run_tmax_abv,MIROC-ESM_rcp45_r1i1p1-longest_run_tmax_abv,MIROC-ESM_rcp60_r1i1p1-longest_run_tmax_abv,MIROC-ESM_rcp85_r1i1p1-longest_run_tmax_abv,MIROC5_rcp26_r1i1p1-longest_run_tmax_abv,MIROC5_rcp45_r1i1p1-longest_run_tmax_abv,MIROC5_rcp60_r1i1p1-longest_run_tmax_abv,MIROC5_rcp85_r1i1p1-longest_run_tmax_abv,MPI-ESM-LR_rcp26_r1i1p1-longest_run_tmax_abv,MPI-ESM-LR_rcp45_r1i1p1-longest_run_tmax_abv,MPI-ESM-LR_rcp85_r1i1p1-longest_run_tmax_abv,MPI-ESM-MR_rcp26_r1i1p1-longest_run_tmax_abv,MPI-ESM-MR_rcp45_r1i1p1-longest_run_tmax_abv,MPI-ESM-MR_rcp85_r1i1p1-longest_run_tmax_abv,MRI-CGCM3_rcp26_r1i1p1-longest_run_tmax_abv,MRI-CGCM3_rcp45_r1i1p1-longest_run_tmax_abv,MRI-CGCM3_rcp60_r1i1p1-longest_run_tmax_abv,MRI-CGCM3_rcp85_r1i1p1-longest_run_tmax_abv,NorESM1-M_rcp26_r1i1p1-longest_run_tmax_abv,NorESM1-M_rcp45_r1i1p1-longest_run_tmax_abv,NorESM1-M_rcp60_r1i1p1-longest_run_tmax_abv,NorESM1-M_rcp85_r1i1p1-longest_run_tmax_abv
2019,0.0034171303,2.8779411,0.0034171303,0.0068342607,0.756591,0.0,0.0034171303,1.1491812,0.0,0.017076332,0.0034171303,0.0,0.0,0.0034171303,0.017076332,0.0034171303,0.0034171303,0.0,0.0,0.2653456,0.0,0.010251391,0.0034171303,0.017085653,1.0783849,0.0034171303,0.0,0.034152664,0.0034171303,1.6807647,0.0,0.0,0.2203704,0.013668521,0.15761723,2.4668024,0.0,0.027327724,0.8413563,0.09535723,0.35728568,0.017076332,0.6619834,0.0034171303,0.0,0.0034171303,0.5793125,0.0,0.0,0.0,0.5446435,0.0034171303,0.0,0.35743368,0.0,0.0,0.020493463,0.0,0.0034171303,0.46237943,0.0,0.0,0.0,0.0,0.0034171303,0.020493463,0.0,0.0,0.044404056
2020,1.5309442,2.3047907,0.020493463,0.0034171303,0.0,0.0,0.1734055,0.0034171303,0.0034171303,1.1949645,0.0,0.49254093,0.0034171303,0.0034171303,0.020493463,0.20779079,0.0,0.0034171303,0.0034171303,0.0,0.99000657,0.4284352,0.0034171303,0.8632129,0.45264292,0.37792712,0.0034171303,0.0,0.11926782,0.4996078,0.0,0.3837571,0.0,0.0,0.030036533,0.0034171303,0.2720952,0.046964895,0.017076332,0.2203704,0.0,0.0034171303,0.5824461,0.0,0.2997309,0.0,0.0068342607,0.0,0.0,0.8548131,0.023910593,0.0,0.22200629,0.0,0.0,0.0034171303,0.36441588,0.8411282,0.0,0.8461365,0.0,0.0,0.0,0.0,0.0,0.6536721,1.0329883,0.0,0.0
2021,0.0,0.0034171303,0.49226797,0.0034171303,0.0034171303,0.06552915,0.010251391,1.8943162,0.2688232,0.29523414,0.17682263,0.0,0.0,0.0919401,0.09535723,0.10741299,0.0034171303,0.0034171303,0.0034171303,0.0,0.0,0.0034171303,0.102191485,0.2689107,0.0034171303,0.36085078,0.0034171303,0.0,0.0034171303,0.0,0.0,0.47305173,0.0,0.0034171303,0.0034171303,0.6687399,0.036156755,0.0,0.0034171303,0.0,0.0,0.0034171303,0.09877436,0.0,0.09877436,0.3067131,0.0034171303,0.0,0.09535723,0.0034171303,0.0,0.0,0.0,0.0034171303,0.0034171303,0.2825699,0.0034171303,0.3242731,0.09535723,0.0,0.09535723,0.0,0.0,0.0068342607,0.0,0.0,1.3847086,0.0,0.010251391
2022,0.0,1.3004689,0.010399362,0.0034171303,0.0,0.0,1.3101349,0.0068342607,0.0034171303,0.11243356,0.017076332,0.49277356,0.23224837,0.0,0.0034171303,0.0,0.0,0.0,2.6181893,0.16998836,0.0034171303,0.0068342607,0.0034171303,0.0,0.101250544,0.0,0.0034171303,0.0,0.10560862,0.52922356,0.0,0.0,0.0,0.0034171303,0.0,0.9375528,0.0034171303,0.0034171303,0.0,0.41954568,0.0,0.98166263,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.26876274,0.0068342607,0.55133265,0.0,0.0,0.0034171303,0.19413158,0.0034171303,0.0068342607,0.15746926,0.1906298,0.0,0.0068342607,0.0,0.0,0.0,0.0034171303,0.9336976,0.017076332,0.0035651012
2023,0.0,0.09892233,0.017076332,0.44586915,0.0,0.0034171303,0.09877436,0.46986723,0.010251391,0.0,0.09535723,0.0034171303,0.0034171303,0.0034171303,0.0,0.4488682,0.0,0.0,0.0034171303,0.0,0.0034171303,1.1664066,0.36061817,0.10793683,0.0034171303,1.0944407,0.0,0.0,0.023910593,0.2163872,0.0,0.19048183,0.09535723,0.0,2.0315096,0.7238599,0.0,0.39143836,0.6086242,0.0034171303,0.0,1.9669021,0.0,0.34126478,0.0,0.0068342607,0.0,0.0034171303,0.0,0.0068342607,0.0034171303,0.0068342607,0.0034171303,0.0034171303,0.0,0.09535723,0.59401387,0.09535723,0.020493463,0.010251391,0.5343075,0.0034171303,0.09535723,0.0,0.4568603,1.2173203,0.93795764,0.0,0.5059272
2024,0.0,0.09535723,2.6079335,0.0,0.0,0.44865465,0.0,0.64638007,0.0,1.0489068,1.1383146,0.63876414,0.0,0.0068342607,0.46936163,0.04845282,0.0034171303,0.0034171303,0.0,0.0,0.0,0.010251391,0.0034171303,0.017076332,0.3274576,0.0,0.0,0.0034171303,0.0,0.3603452,0.0,0.0068342607,0.09535723,0.0,0.10901643,0.0034171303,0.003713072,3.6666307,0.46510553,0.0,0.024058564,0.0034171303,1.777895,0.0034171303,0.024058564,0.36768505,0.1295099,0.0068342607,0.0,0.0034171303,0.0034171303,0.0,0.26484,0.010251391,0.0034171303,0.4193977,2.4259808,0.023910593,0.0034171303,0.42281485,1.0204692,0.0,0.45344317,0.0,0.0068342607,0.049963925,0.0,0.017076332,0.0068342607
2025,0.0,1.8986143,0.46686944,0.023910593,0.0,0.18023975,0.72612154,0.09877436,0.44914114,0.0034171303,0.83196115,0.0,0.0034171303,0.11243356,0.0,0.0034171303,0.0,0.0,0.0035651012,0.0034171303,0.010251391,0.877661,0.024058564,0.0955052,0.1295099,0.44125432,0.013668521,0.0,0.0,0.0,0.0,0.09877436,0.0034171303,0.0,0.0034171303,3.3582969,0.0034171303,0.0,0.10901643,0.556805,0.19071446,0.19071446,0.51832,0.35386857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09535723,0.0,0.11926782,0.0,0.7063097,1.3350366,0.0,1.4797082E-4,0.17355347,0.0034171303,0.0034171303,0.0,0.3736435,0.4664501,0.0068342607,0.0,0.0,0.0
2026,0.0,0.023910593,0.0034171303,0.6330818,0.0034171303,0.0034171303,0.38033998,0.0034171303,0.017076332,1.3983141,0.0,0.3607028,0.0034171303,0.0919401,0.0,0.0034171303,0.0068342607,0.4034615,0.0034171303,0.0,1.139397,0.35743368,0.3310227,0.09877436,0.0919401,0.09535723,0.0034171303,0.5178654,0.97163934,0.0034171303,0.27559698,0.0034171303,0.0,0.0034171303,0.544583,0.0,0.0034171303,0.0,0.0,3.0717826,0.0,0.0034171303,0.25675046,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.010251391,0.0,0.0034171303,0.35728568,0.0034171303,0.38825387,0.0,0.0034171303,0.0068342607,0.06552915,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.905485,0.09535723,0.0,1.5449507
2027,0.41954568,0.28583905,0.3811963,0.0068342607,0.0,0.0034171303,0.8028847,1.6176363,0.010251391,0.88349336,0.0068342607,0.017076332,0.0,0.0,1.1843066,0.44872022,0.0850305,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.45213735,0.7672493,0.26192847,2.7643783,0.0,0.4976786,0.41954568,0.40588647,0.45255828,0.0034171303,0.0,0.017076332,0.0,0.40915564,0.0,0.28271788,0.0,0.2689107,0.0,0.0,0.837395,0.0068342607,0.0,0.0034171303,0.25993496,0.020493463,0.29181704,0.0,0.118178904,0.0068342607,0.0034171303,1.5022018,0.0,0.0034171303,0.0034171303,0.0034171303,0.0068342607,0.44360426,2.0116506,0.0
2028,1.6767609,0.47917765,0.14381005,0.53549176,0.0034171303,0.52528054,0.0034171303,0.0034171303,0.0034171303,0.25160173,0.020493463,0.0034171303,0.80365574,0.0,0.0034171303,0.8230822,0.0068342607,0.37792712,0.19404693,0.020493463,0.3274576,0.0034171303,1.2663988,0.0034171303,0.9435478,0.19413158,0.40524554,0.0,0.0068342607,0.0,0.0,0.0,0.67731965,0.0,0.0,0.0,0.017076332,0.0034171303,0.0,0.18729733,0.4398912,0.5524727,1.7860285,0.0,0.0,0.0,0.43847814,0.0034171303,0.0,0.0034171303,0.0,0.09877436,0.19048183,0.0034171303,0.0,0.6781175,0.0,0.2493247,0.0,0.41612855,0.36773622,0.0,0.0,0.0068342607,0.0,0.0,0.2790048,0.44928628,1.7009304
2029,0.0068342607,0.0035651012,1.1530542,0.0068342607,0.10901643,0.0034171303,0.0,0.5582422,0.0034171303,0.020641433,0.4229628,0.0,0.36085078,0.0,0.0034171303,0.0,0.0,0.0034171303,0.36411995,0.38134426,0.0,0.0,2.4287791,0.0,0.66290987,0.0,0.0,0.0,0.0,0.43662202,0.0034171303,0.8772139,0.0034171303,0.0,0.0,0.36411995,3.6707919,2.9743657,0.37531957,0.037727084,0.13548787,0.72168946,1.7450973,0.23061246,0.9066246,0.0,0.40246937,0.2653456,0.0,0.0068342607,0.7645353,0.010251391,0.0068342607,0.09877436,0.0034171303,1.4797082E-4,0.020493463,0.47824058,0.09877436,1.1879475,0.0034171303,0.0,0.27559698,0.09877436,0.0,0.09535723,0.576128,0.45013326,0.0
